ID,PC_1,PC_2
8818.0,564.7885752074113,229.8433681026713
6573.0,-78.3342724438092,-88.83116946349578
4173.0,-174.0797935835332,-154.11050766574408
4200.0,-79.49334900239735,34.6286790060741
7153.0,-258.42629612493295,3.0988747359687565
9262.0,112.89154278325545,23.373404781848045
9527.0,-234.26064228170935,-0.7594435823633496
554.0,-70.0896594802233,91.73555174363047
903.0,109.02067299985862,104.70676535423641
9072.0,106.74420474151165,-127.92348686544031
204.0,21.17529366157152,-1.161156825150079
8522.0,5.835869925671032,55.99518014550684
241.0,-6.252184541332706,24.20775951395304
4399.0,-22.542813641965523,-29.107019595352533
9616.0,34.378174403650064,51.35393226004635
8416.0,-9.454609350180963,-71.84382242089406
806.0,22.27816809739054,86.83712824772783
4057.0,141.7471258955795,158.72639673369773
7198.0,-15.443454777484419,57.94268240892032
4499.0,-95.45994264257754,-9.409009517000364
7072.0,-0.11735144898839778,45.5428121085388
3104.0,94.26658517756059,-16.601583463580315
912.0,-79.3809269787496,-39.95397976328339
3478.0,-40.22912623950662,-118.59211946668908
2616.0,27.16570482192595,85.67480144304051
6020.0,-83.45323756889563,-53.859552632401105
5432.0,114.92501838537166,-3.903501357239584
3992.0,-225.52026317063965,-60.719815061305496
2660.0,43.89287849410347,-16.625116543556874
1466.0,142.03506067184307,-171.16039310708118
2886.0,-89.56049531822254,177.85875172194605
4185.0,-185.12590171460062,43.596225795849755
4679.0,118.07011811393635,-11.50246390323996
7785.0,-39.8378948380704,135.7232263866254
721.0,206.82305524274122,-111.72660493705385
7082.0,-103.07540929198244,57.95663646414207
8905.0,-52.124904070670624,-65.63598218918506
60.0,-480.7623024290326,57.73990768353842
276.0,21.440559717019596,-392.57065714214974
3280.0,-28.589702356050502,-32.80477082878508
5973.0,11.87637094938245,-55.381068255522734
6115.0,-100.23354215629452,138.32923420277635
345.0,-32.02820134632014,55.519490684122694
5249.0,-203.56781382798255,15.514787862567353
1875.0,79.76416606468622,-53.98834996300089
305.0,59.11321815929172,74.96970042009984
758.0,-17.113150504374627,-10.108206966781392
5105.0,2.4443889673762147,12.422490820021782
9726.0,12.9139274679227,154.65487967190154
9812.0,-77.60226962319891,182.02305116327884
650.0,128.21853182832385,65.73080844911382
7089.0,16.79945619256172,-28.583576506590624
5332.0,-68.72322214751452,-104.5875314688612
